No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,Tahun,KdProv,Provinsi_x,Provinsi_y,Provinsi
141.0, 0707,KOTA PADANGSIDIMPUAN,17,2071,58.83,33.49,31.15,71.18,"48,66",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
142.0, 0708,KOTA GUNUNGSITOLI,13,1670,58.14,37.11,30.98,72.45,"49,67",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
143.0, 0709,KABUPATEN DELISERDANG,120,10831,63.49,45.5,49.43,75.95,"58,59",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
144.0, 0710,KABUPATEN LANGKAT,56,5343,58.35,37.57,35.97,72.65,"51,14",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
145.0, 0711,KABUPATEN SIMALUNGUN,41,3532,59.96,41.83,38.06,73.68,"53,38",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
146.0, 0712,KABUPATEN KARO,13,1306,57.99,33.25,29.58,67.31,"47,03",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
147.0, 0713,KABUPATEN DAIRI,14,1966,60.22,35.47,33.29,75.59,"51,14",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
148.0, 0714,KABUPATEN ASAHAN,38,3389,59.14,35.79,33.31,72.29,"50,13",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
149.0, 0715,KABUPATEN LABUHANBATU,29,2208,65.36,51.49,58.6,80.23,"63,92",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
150.0, 0716,KABUPATEN TAPANULI UTARA,22,1910,56.69,34.73,31.4,76.46,"49,82",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
151.0, 0717,KABUPATEN TAPANULI TENGAH,20,1666,57.3,33.57,30.63,74.32,"48,96",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
152.0, 0718,KABUPATEN TAPANULI SELATAN,15,1192,58.86,43.85,48.71,76.73,"57,04",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
153.0, 0719,KABUPATEN NIAS,14,910,52.11,42.34,39.33,72.7,"51,62",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
154.0, 0720,KABUPATEN TOBA SAMOSIR,21,1551,59.72,37.19,38.68,73.7,"52,32",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
155.0, 0721,KABUPATEN MANDAILING NATAL,20,1648,56.63,32.68,30.37,72.45,"48,03",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
156.0, 0722,KABUPATEN HUMBANG HASUNDUTAN,12,1538,57.61,33.26,28.92,71.03,"47,71",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
157.0, 0723,KABUPATEN PAKPAK BHARAT,3,271,51.95,44.97,50.65,73.07,"55,16",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
158.0, 0724,KABUPATEN NIAS SELATAN,44,2223,60.32,56.04,56.64,73.56,"61,64",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
159.0, 0725,KABUPATEN SAMOSIR,7,706,61.81,44.79,45.15,77.22,"57,24",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
160.0, 0726,KABUPATEN SERDANG BEDAGAI,36,2817,57.75,40.92,36.47,76.01,"52,79",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
161.0, 0727,KABUPATEN BATUBARA,17,1688,58.41,35.29,32.82,73.12,"49,91",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
162.0, 0728,KABUPATEN PADANGLAWAS UTARA,7,471,48.77,39.8,34.52,75.06,"49,54",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
163.0, 0729,KABUPATEN PADANGLAWAS,13,1150,56.59,33.19,32.82,71.17,"48,44",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
164.0, 0730,KABUPATEN LABUHANBATU UTARA,16,1606,63.32,50.16,49.28,76.62,"59,85",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
165.0, 0731,KABUPATEN LABUHANBATU SELATAN,19,1140,61.15,49.0,46.76,76.72,"58,41",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
166.0, 0732,KABUPATEN NIAS UTARA,21,1254,58.4,50.99,50.81,74.13,"58,58",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
167.0, 0733,KABUPATEN NIAS BARAT,11,576,67.28,59.52,66.49,79.43,"68,18",2017,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
135.0, 0701,KOTA MEDAN,156,17296,59.47,38.73,30.38,40.21,"42,20",2018,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
136.0, 0702,KOTA PEMATANGSIANTAR,35,3677,60.65,37.58,31.16,41.29,"42,67",2018,7,SUMATERA UTARA,SUMATERA UTARA,SUMATERA UTARA
